date,TweetId,Tweet,created_at,geo,place,coordinates,location
2020-12-15  23:45,1338978572774543360,"RT @EyesOfGreen73: aching to be touched 
by the hands of desire",2020-12-15 22:45:43,,,,N.
2020-12-15  23:45,1338978572762042376,@JakeSirkus @TWSN___ That’s my man,2020-12-15 22:45:43,,,,mcraem2@mymail.vcu.edu
2020-12-15  23:45,1338978572757852161,What will you read during the holidays? Message me for ideas! https://t.co/vuf5kFbf1I,2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572757848066,RT @disclosetv: NEW - Google's Gmail broken (again).,2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572753637386,"@noonanjo Too far, I agree.  

Maybe the feds should step in and tell them what to name their school?  It’s the onl… https://t.co/7u30yzHPga",2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572753461254,"i look good, that’s crazy",2020-12-15 22:45:43,,,,4L 
2020-12-15  23:45,1338978572749463558,@GetToKnowNature Another beauty!! 😍,2020-12-15 22:45:43,,,,"Pennsylvania, USA"
2020-12-15  23:45,1338978572749451264,@antoguerrera Same difference between Spanish birthdays (the Italian way) and Colombian ones (the British way).,2020-12-15 22:45:43,,,,"Madrid, Spain"
2020-12-15  23:45,1338978572741054465,the goat!! https://t.co/7by0eZ016S,2020-12-15 22:45:43,,,,"Atlanta, GA"
2020-12-15  23:45,1338978572741046273,@aoifesimone @graceelavery I’m sure we are all firmly opposed to parents forcing puberty blockers on unconsenting k… https://t.co/pxPaIEtuZu,2020-12-15 22:45:43,,,,"Atlanta, GA"
2020-12-15  23:45,1338978572736876547,"cultural impact:

          █          　　
          █　        
          █　        
          █… https://t.co/IhJKhqEVnD",2020-12-15 22:45:43,,,,sapphicmcIean/thehadescabin
2020-12-15  23:45,1338978572736876545,Damn I really want Spider-Man ultimate edition :/,2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572732665857,"@Evalach1 that tie looks horrible imo lol

what re those extra pods even for?",2020-12-15 22:45:43,,,,Over The Hills And Far Away 
2020-12-15  23:45,1338978572732600320,"RT @ShafiqKamal: $50 Giveaway

1. Follow Me @ShafiqKamal
2. Retweet this post 
3. Like this post
4. Comment #giveaway

@cctip_io airdrop 10…",2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572728487936,RT @iamblackbear: im so full of shit,2020-12-15 22:45:43,,,,"Florida, USA"
2020-12-15  23:45,1338978572728471552,"RT @oluchristty: Afenifere Backs IPOB's Eastern Security Network, Says Regional Policing Will End Insecurity https://t.co/lHFJ7dcobt",2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572724146177,@FruitKace Me too!,2020-12-15 22:45:43,,,,"North Pole, AK"
2020-12-15  23:45,1338978572720025600,Having a friend I can speak/text in Spanish with be hitting diff 🥺🤍,2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572715909123,RT @Papis0sa: 😂😂😂 shawdy got beat http://t.co/gMXPXLYc86,2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572711718912,@JMDeMatteis Thank YOU for being Amazing!,2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572711710722,"@NancyDoylePsych @Kathryn_EB @jesswade Males taking physics A-level = 27,020

Females taking physics A-level  = 8,0… https://t.co/1JGX3QrL1Y",2020-12-15 22:45:43,,,,"London, England"
2020-12-15  23:45,1338978572711698436,@sirhottest Congrats!,2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572707516419,they’re bored and bastards themselves so they have resentment prob https://t.co/z2Dkc0gjQt,2020-12-15 22:45:43,,,,Shrek’s Swamp 
2020-12-15  23:45,1338978572707381249,good morning world🚶‍♂️🚶‍♂️,2020-12-15 22:45:43,,,, select!ve 
2020-12-15  23:45,1338978572703305729,"🎥NEW VIDEO IS OUT NOW!
""ROBLOX Teethyz Dentist but im rude to everyone""
Enjoy! ❤ 
https://t.co/4JJPpf19UV",2020-12-15 22:45:43,,,,"England, United Kingdom"
2020-12-15  23:45,1338978572699127816,y’all stay capping for clout ✍️,2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572699127808,@pokaplanet :D Waa I have a person in my fandom,2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572699119617,I initially thought Pete was an odd choice for Transportation. Now I'm excited about someone with Pete's smarts wor… https://t.co/pEbKNi7u9J,2020-12-15 22:45:43,,,,Indianapolis
2020-12-15  23:45,1338978572694941704,Follow my main @YoSpamz,2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572682358789,@llsahll12 thank you 7bebii i love u💞💖💕,2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572678131712,RT @GovRonDeSantis: I will always protect the right of Floridians to work and provide for their families. I enjoyed meeting with restaurant…,2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572665499648,@armormodechang But bangers r good tho...,2020-12-15 22:45:43,,,,pfp @yoiroro2
2020-12-15  23:45,1338978572657168385,"Oh my god, Yeray. You are making me tear up. I wasn't supposed to like you. God damn it. #Elite3",2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572644589568,"RT @fleccas: ""How are you gonna keep it from us being able to be in a position where you can manipulate the machines, manipulate the record…",2020-12-15 22:45:43,,,,Michigan
2020-12-15  23:45,1338978572644577285,Film fort https://t.co/Nq3x7JrCqa,2020-12-15 22:45:43,,,,thousand sunny 
2020-12-15  23:45,1338978572644405248,"@Hoger_f $ZAP HEAVY MARKETING, 🆕WEBSITE &amp; INFO VIDS INBOUND🔜
⚡️🆕@ZapProtocol UIv2 (COMMERCIAL CUSP)🔜
⚡️15MIL MICROC… https://t.co/QbAMBPvLS2",2020-12-15 22:45:43,,,,"Moon, PA"
2020-12-15  23:45,1338978572640333828,"RT @StephenKing: Fox News: 302,000 Americans dead, but on The Five, it’s all Hunter Biden, all of the time. Nothing about Ivanka, tho.",2020-12-15 22:45:43,,,,Global Citizen of Earth 
2020-12-15  23:45,1338978572636200973,We are super excited to kick off our virtual football tryouts this weekend. Sign up today to show college recruiter… https://t.co/NYEBW7GXPq,2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572631990272,RT @REENABARAI: 😔Very sad as I didn’t get a pre-reg via the ORIEL system this year. Any pharmacy students out there who are still looking f…,2020-12-15 22:45:43,,,,"Liverpool, England"
2020-12-15  23:45,1338978572627808257,RT @WORLDMUSICAWARD: Pop Kings #BTS make history becoming the 1st Group to spend 15 weeks at #1 on the Billboard Artist 100!💪🥇👑👑👑👑👑👑👑📈1️⃣✖️…,2020-12-15 22:45:43,,,,"NC,USA"
2020-12-15  23:45,1338978572627750917,decided to use an extra intertwined fate i had while stocking up on primogems just for fun and i Won. https://t.co/BGWr5bxJ3P,2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572627632128,@chinky_atlanta 😂😂 just bring his side bitch,2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572623556609,RT @eddydontcare: ignoring me is really the most effective way to never hear from me again.,2020-12-15 22:45:43,,,,chilling
2020-12-15  23:45,1338978572623548420,"@gtconway3d @realDonaldTrump Omg samesies!
https://t.co/kykIKRVCJX",2020-12-15 22:45:43,,,,Thighland
2020-12-15  23:45,1338978572619444224,@ZEENA_0o Dayee walla gonahm bas de bla 😂😂😂,2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572615225345,"RT @Joni_Looking: ATTENTION 

Check-Out this 
#BlueWave 
   Canidate 

(D)'Allen Ellison'

He Plans to Permanently ReTire 
(R)Marco Rubio…",2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572610973696,"@ItsBigCheese @bruhmaster210 This is bike boi's test, not mine",2020-12-15 22:45:43,,,,"Quito, Ecuador"
2020-12-15  23:45,1338978572606853120,harry styles is so golden,2020-12-15 22:45:43,,,,ar. 15 she/her BLM 
2020-12-15  23:45,1338978572606742529,Happy Birthday to my sister @mztylermorgan 🎂🥳 #builtdifferent #happybirthdaysis https://t.co/UIOm0Jxoc4,2020-12-15 22:45:43,,,,💲Cash Ave 💲
2020-12-15  23:45,1338978572606664705,RT @KildayMorgan: So Hillary is right. AGAIN. We need to abolish the electoral college. https://t.co/8uDXBWU50v,2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572602662915,"@blaizereiss19 @BoomerWang23 @PrettyGalGuide @jvr_xo @hbbvalentine Kitty or pipe, your point was crystal clear",2020-12-15 22:45:43,,,,"New York, USA"
2020-12-15  23:45,1338978572585746433,"@NathanJRobinson Buddy, you are sorely misguided.",2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572581691393,This is probably the one time in my whole life I’ve proper struggled to accept something that’s happened.,2020-12-15 22:45:43,,,,IB- LDN - ATL
2020-12-15  23:45,1338978572581658624,"RT @90sRetrollector: #Tu3DSay we've got a couple of #Nintendo3DS games that started their life on mobile phones!

It's a funny cycle when y…",2020-12-15 22:45:43,,,,"Super Mario Bros. 2, World 4"
2020-12-15  23:45,1338978572573298691,@misscrybabyy yeah raisin bran brain,2020-12-15 22:45:43,,,,"Lafayette, LA"
2020-12-15  23:45,1338978572573298690,Mr. Brightside is such a good song they didn't even need a second verse,2020-12-15 22:45:43,,,,b00b
2020-12-15  23:45,1338978572573224963,"RT @SlumBros_2020: Enjoying the water..

..and the view.. https://t.co/AeunZnAXJz",2020-12-15 22:45:43,,,,BRONX/WORLD WIDE
2020-12-15  23:45,1338978572569104385,@GayAssTavros I do not regret seeing this,2020-12-15 22:45:43,,,,they/them she/her 
2020-12-15  23:45,1338978572569075712,"Make I flex this better student again... Na people like this dey make teaching sweet. See passion nahhhh

Before… https://t.co/bafOZPLHMs",2020-12-15 22:45:43,,,,Nigeria
2020-12-15  23:45,1338978572564881408,i forced blake to say this😖 https://t.co/QIURsbkQGq,2020-12-15 22:45:43,,,,rp acc
2020-12-15  23:45,1338978572560568321,"I dont know if it is my day/work, but having a lot of doubt today. I feel like I keep self sabotaging myself, going… https://t.co/Jch4qFr4dL",2020-12-15 22:45:43,,,,AZ
2020-12-15  23:45,1338978572556505091,RT @plumbellayt: hope i get a phat ass for crimbo 😤😤,2020-12-15 22:45:43,,,,"Rio Grande do Sul, Brasil"
2020-12-15  23:45,1338978572556492801,Mitch McConnell Acknowledges Joe Biden as President-elect..  THIS REALLY PISSES ME THE FUCK OFF!  I CAN’T STAND MIT… https://t.co/oGlud9aWsQ,2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572552318977,RT @MarkElzey: Avoid being a mirrored reflection of what you criticize others for. ✨✨✨😬,2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572552253440,RT @Z_Gottlieb: A lone witness to a UFO sighting becomes an alien target leading him to an off world #adventure. #Amazon #Kindle #bookworm…,2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572548104197,@StevieChalmers2 @MildooWolf Anybody that expects us tae ever spend 10 mill on a league one player is living in an… https://t.co/qU16neCj6L,2020-12-15 22:45:43,,,,"Glasgow, Scotland"
2020-12-15  23:45,1338978572539744261,Before and after Mains change 👌🏼 much better https://t.co/YDomqU0Gv4,2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572539731969,RT @SirJoshuaBlack: Mt. Zion changed the game forever 😂😂😂 https://t.co/9THxOhmGgv,2020-12-15 22:45:43,,,,"Nashville, TN"
2020-12-15  23:45,1338978572535521283,"cleaned out some of my books today, will probably clean more tomorrow, but I'm hoping with the sale money I'll work… https://t.co/wslQfBRuFZ",2020-12-15 22:45:43,,,,neopia
2020-12-15  23:45,1338978572527153153,RT @greatpoets: @_SaveOurStatues How long will the name Jesus College last in the current climate of insane wokeness,2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572527136774,2020 man...wild times https://t.co/Iualg3vs5T,2020-12-15 22:45:43,,,,The Sunshine State
2020-12-15  23:45,1338978572527042562,RT @margo694: @abc730 2 beautiful little girl being detained in detention by our government. How have we let this happen. Let them go @Home…,2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572522885120,RT @gameforalame: When u cheat and she step her game up &gt;&gt;&gt;&gt;&gt;&gt;,2020-12-15 22:45:43,,,,trenches of Louisiana🏚
2020-12-15  23:45,1338978572518690819,RT @hotasf_: in a relationship I think my biggest flaw is that I constantly need to feel the love or I’ll assume it is gone.,2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572518690818,Y’all niggas been gay😭😭😭 https://t.co/n7djlxRlBC,2020-12-15 22:45:43,,,,Taurus Blvd
2020-12-15  23:45,1338978572514570240,"RT @PurelyFootball: If Timo Werner scores first against Everton tonight we’ll giveaway an Xbox Series X OR a PS5!🎮

Retweet and follow us t…",2020-12-15 22:45:43,,,,"South East, England"
2020-12-15  23:45,1338978572510310400,RT @realDonaldTrump: Tremendous evidence pouring in on voter fraud. There has never been anything like this in our Country!,2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572506107904,"i just got sad bc i miss little mushroom but rereading it would never be the same as reading it for the first time,,,,",2020-12-15 22:45:43,,,,rein | she/her | 19 
2020-12-15  23:45,1338978572501921794,"RT @Caudlewag: STOP

Dormir Appreciation post. Sleep well tonight~

Art by @/TheDandyRay, @/ArtByPac, Anonymous and, @/Jarggy https://t.co/…",2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572497612808,RT @GUCCIGUKKIE: KIM NAMJOON OWNS A STAN ACC ; A THREAD BECAUSE ITS GETTING WAY TOO OBVIOUS NOW 🌱 https://t.co/bODVdSEuCp,2020-12-15 22:45:43,,,,@BTS_twt 's purple hearts
2020-12-15  23:45,1338978572489277440,Best laid plans of Mice and Men often go awry,2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572481015808,"RT @ROMANCIGI: 🙋Hey There. My latest song 🔻ENOM Out Now 📢 
Enjoy the fresh techno beats 🎶 . MP3 🆓 Download available. 
Check Out  ✌️😎👉 http…",2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572476755970,@WakeupScoreyy I just want you to understand that i’m not racist neither do i support police violence or any of tha… https://t.co/Zz8dZisLkm,2020-12-15 22:45:43,,,,@Kamoaushi ❤️🐻 | 19
2020-12-15  23:45,1338978572468445191,RT @linoslov: i see no difference https://t.co/aXMu3uY6a9,2020-12-15 22:45:43,,,,she/her | 20s
2020-12-15  23:45,1338978572468359168,I notice we are losing all sense,2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572464230400,RT @LDRaddic: Lana Del Rey &amp; Clayton Johnson appreciation post ✨ https://t.co/l4JHE04oiK,2020-12-15 22:45:43,,,,"Taubaté, Brasil"
2020-12-15  23:45,1338978572455829505,Kagamine Len e Rin https://t.co/5n1MnvnJOu,2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572455776260,@BestOfBecca I have repeatedly said one of the blessings of the face mask is the face warmth in winter. 😷,2020-12-15 22:45:43,,,,"Boston, MA"
2020-12-15  23:45,1338978572455776256,"RT @kiiingsleyy: Police: why did you run

Me: I was jus playing",2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572455739392,"#HappeningNow #LACCD premier issue of advocacy newsletter ""Education Matters"" available now https://t.co/mBT2d8tMgW… https://t.co/7ia6CF7Sn1",2020-12-15 22:45:43,,,,"Los Angeles, California"
2020-12-15  23:45,1338978572455710721,If I don’t get a new homecoming Queen crown on our 10 year hs reunion.... ima be mad haha,2020-12-15 22:45:43,,,,"Los Angeles, CA"
2020-12-15  23:45,1338978572451647488,@PStepdad @vgdunkey Shame,2020-12-15 22:45:43,,,,Sonething funny
2020-12-15  23:45,1338978572447477766,Does he just come to work so someone will cater to him ? #questionsiaskdaily,2020-12-15 22:45:43,,,,"Orlando, FL"
2020-12-15  23:45,1338978572439085059,LMFAOOOOOOOO https://t.co/c6ZqVuyMPo,2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572439085056,"I know an EMT who smashed their car into someone else's while drunk, and didn't get anything on her record because… https://t.co/V7tnIoi98h",2020-12-15 22:45:43,,,,"Inside Johns Lunchbox, Tampa"
2020-12-15  23:45,1338978572439064576,I follow that!! https://t.co/p7UqI10oJQ,2020-12-15 22:45:43,,,,Nottingham UK
2020-12-15  23:45,1338978572438999040,"@arianagrandepov Thank u,next
Dangerous women  
Yours truly",2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572426498054,@JuamzinM Lindaun,2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572426469383,"RT @cam14uche: Was just tryna be funny.🥺

Really don't know what some people have been battling.

Learned my lesson 🙂 https://t.co/ULgZHtgs…",2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572422307840,@jmccainmcdoubl @Jyrinx @DavidOAtkins Funny how trolls and trumpbots think actual information is propaganda.  Pathe… https://t.co/BZkpwPh7hu,2020-12-15 22:45:43,,,,NC
2020-12-15  23:45,1338978572418080769,RT @michaeljswalker: A brilliant piece from @channel4news on how the reality of Palestinian dispossession is being made taboo in this count…,2020-12-15 22:45:43,,,,"South East, England"
2020-12-15  23:45,1338978572417953794,RT @TheTweetOfGod: I'm going to miss Trump losing.,2020-12-15 22:45:43,,,,"Bay area, CA "
2020-12-15  23:45,1338978572413923329,RT @bretisrael: How can a dolt like this still be employed?,2020-12-15 22:45:43,,,,Trigger Warning. Eggs=blocked
2020-12-15  23:45,1338978572405530629,RT @btsyoutubedata: Dynamite by @BTS_twt is now the most viewed Asian act music video published in 2020,2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572405518342,scrim,2020-12-15 22:45:43,,,,"Napoli, Campania"
2020-12-15  23:45,1338978572405391360,Telekinesis easy https://t.co/WGaOd6KN01,2020-12-15 22:45:43,,Enterprise,,las vegas
2020-12-15  23:45,1338978572405358595,"RT @maggie_vanoni: Actually, on Monday the No. 11 UCLA women's basketball team plays No.1-ranked Stanford at Pauley ... just FYI

(Bruins a…",2020-12-15 22:45:43,,,,"West Hollywood, CA"
2020-12-15  23:45,1338978572392833024,"RT @btsvotingunite: Click Check In and get your free WhosFandom Gold Tickets. Complete the stamp! 🎟️

Tutorial: https://t.co/O4s3y6mwBb
Col…",2020-12-15 22:45:43,,,,she/her
2020-12-15  23:45,1338978572380278785,I’m picking mess in the group message and don’t care 🤣🤣🤣,2020-12-15 22:45:43,,,,"Louisiana, USA"
2020-12-15  23:45,1338978572376055809,@DEFendFURiously Yes there is.,2020-12-15 22:45:43,,,,Here
2020-12-15  23:45,1338978572367777792,@PutinOwns45 @MicheleSW @Redistrict I know why the EC was created and why it still exists. Since Republicans and sm… https://t.co/ScguBh0orX,2020-12-15 22:45:43,,,,"Vermont, USA"
2020-12-15  23:45,1338978572363587588,@jwickersham @CityofWilm Terrible! 😆🤣😂,2020-12-15 22:45:43,,,,"North Carolina, USA"
2020-12-15  23:45,1338978572355084288,RT @dazzaroo54: Where do we even start to repair the damage Morrison has done to us on the international stage? https://t.co/NUl4UBosPE,2020-12-15 22:45:43,,,,Country Australian
2020-12-15  23:45,1338978572350971906,RT @gyaigyimii: United win morro dem go lead we 1 point plus 1 outstanding game. Herh. But no yawa. When they start to drop points we will…,2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572350889985,about to hop on cyberpunk 2077 https://t.co/JKNkVariVc,2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572342599681,"RT @queenjoheen: TW: sexual assault/rape 

I know you all follow me for jokes, but I need to use my platform to bring light to the events t…",2020-12-15 22:45:43,,,,"MinnesOta, USA"
2020-12-15  23:45,1338978572342538240,@houseofchaos18 @SharonHeslop3 @Kirsty_H220 @Steph_hackett20 I know several people that swear by them for their kid… https://t.co/GE4DlsldmS,2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572342423552,RT @JermTheAggie: The excitement in me when I see this ! https://t.co/yLdvGWE3wm,2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572338343937,RT @larsaddams: i think im gonna start carrying around a note in my pocket at all times like “IF I DIE IT IS NOT AN ACCIDENT INVESTIGATE IT…,2020-12-15 22:45:43,,,,Strangetown
2020-12-15  23:45,1338978572334034945,"RT @themilanjac: 4.0 or 2.0 congrats big dawg, regardless you made it thru. in a panaromic at that",2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572330004480,"@chris_herd I'm a software engineer, to I've worked remotely for the past 2 1/2 years.  I truly hope to never be in… https://t.co/x0aHRE5l65",2020-12-15 22:45:43,,,,Behind you
2020-12-15  23:45,1338978572325842944,Rosie is so sweet! Thank you for checking on our troops and reminding them to stay safe this holiday season!… https://t.co/0iNkXxzwZi,2020-12-15 22:45:43,,,,"Colorado, USA"
2020-12-15  23:45,1338978572317450242,@PINKFROSTT ever heard of this place? you should check it out :) https://t.co/4LT7n4ODFL,2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572317421570,@teashopzuko HELP IT WAS SO FUNNY GOODBEYEIAYSYEE,2020-12-15 22:45:43,,,,cynthia ❥
2020-12-15  23:45,1338978572317310976,@CaesarSalad99 @bgurley @jbarro You’re not understanding me. This is not a debate. Good luck to you.,2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572313235456,@ZBerrycloth @samuelluckhurst Nah lad. I assumed you were a prick. I got it spot on. Although i missed the obsessed… https://t.co/fVjaM1T4wQ,2020-12-15 22:45:43,,,,"Cheadle, England"
2020-12-15  23:45,1338978572300521472,RT @jeremybbrownies: My new good side 😌😏 https://t.co/OR89pxnWuS,2020-12-15 22:45:43,,,,the weeknd
2020-12-15  23:45,1338978572296482817,RT @AlphaC0w: @ariimarieeee Yeah I and I work at adobe I am rich,2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572296400898,@Snaak_ Welcome🤗🤗,2020-12-15 22:45:43,,,,.
2020-12-15  23:45,1338978572292280323,@sunsetsjulie I won’t. I love you way too much for even thinking about it,2020-12-15 22:45:43,,,,"Canada, Emma ❤️, Cels "
2020-12-15  23:45,1338978572292263936,"@DreamSIMPify bruh sam is so underrated, he can do anything",2020-12-15 22:45:43,,,,who knows tbh
2020-12-15  23:45,1338978572288077826,@shinigamidalia @asydontmiss @downbadpatrol U ASKED FOR THE TRASNLATION,2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572288073731,"RT @them: These portraits and stories show how the city's queer nightlife scene responded to an unspeakable crisis: with solidarity, resist…",2020-12-15 22:45:43,,,,"Boston, MA"
2020-12-15  23:45,1338978572279668737,"@HamburgerJack OMG I honestly don't remember, Jack XD I think there was no explanation whatsoever!!",2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572279549952,@MacEanruig @FPWellman @usedgov @BetsyDeVosED Another example of the truism that EVERY Republican accusation is a confession.,2020-12-15 22:45:43,,,,california
2020-12-15  23:45,1338978572275429382,he/they?????,2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572275429376,RT @kookpics: he was insanely hot for this https://t.co/XRZr24H8ld,2020-12-15 22:45:43,,,,she/her
2020-12-15  23:45,1338978572258701315,"Holiday earrings day 15. @ Toronto, Ontario https://t.co/aHSbUnXAAW",2020-12-15 22:45:43,"{'type': 'Point', 'coordinates': [43.648, -79.3872]}",Toronto,"{'type': 'Point', 'coordinates': [-79.3872, 43.648]}","Toronto,  CANADA"
2020-12-15  23:45,1338978572258533377,@WHollywoodUSMC @Franktheshank88 Did she have that installed in the White House? Should be a video feed to Vladimir.,2020-12-15 22:45:43,,,,Freeway close
2020-12-15  23:45,1338978572254507009,@HAJIMARlROAD glad we can relate 👍,2020-12-15 22:45:43,,,,"★, °✿♡☆°; *❀"
2020-12-15  23:45,1338978572246126595,"RT @artist_gagnon: Sunset Normandy, 1913 #gagnon #impressionism https://t.co/Vcgpbb6VAn",2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572246114308,Throwback to when @SuperMegaShow thought the chair of cheer from The Grinch was from the George Lopez show  “You’re… https://t.co/QnXBuewwZ8,2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572245987330,"RT @BankTrack: Join us this Friday, December 18, for the International Dialogue on energy investment in Bangladesh! 

Activists from all ov…",2020-12-15 22:45:43,,,,Bangladesh
2020-12-15  23:45,1338978572245975042,RT @cartierblade: Sower of temptation - Seb Mckinnon https://t.co/NUZrWc4Xpo,2020-12-15 22:45:43,,,,ballsack
2020-12-15  23:45,1338978572237680642,"-Matthew 6:6
 
But thou, when thou prayest, enter into thy closet, and when thou hast shut thy door, pray to thy Fa… https://t.co/QoyiqKGBLs",2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572237672448,AT ALL https://t.co/tDe55JXvrq,2020-12-15 22:45:43,,,,in my bizzzzzagggg 
2020-12-15  23:45,1338978572233547777,LOUD CBLOL VEMMMMMM💚,2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572233478145,@NeuroRxPharma Can you guys explain how this will affect us investors in rlftf?,2020-12-15 22:45:43,,,,Miami
2020-12-15  23:45,1338978572229292039,i want sushi😡😡😡😡,2020-12-15 22:45:43,,,,"Atlanta, GA"
2020-12-15  23:45,1338978572225163269,"RT @digenoma: The #Wengan manuscript is online at @NatureBiotech.  
#Wengan combines short and long reads to generate high-quality #genomea…",2020-12-15 22:45:43,,,,"Santiago, Chile"
2020-12-15  23:45,1338978572220858370,RT @ifsmagazine: We wish @jasonbskates a fabulous Happy 26th Birthday! https://t.co/VDax4BtEY3,2020-12-15 22:45:43,,,,
2020-12-15  23:45,1338978572216791040,@SlNlSM @ni_nsfw Answer-,2020-12-15 22:45:43,,,,▪️LvL 20+▪️sub▪️ @lUSICIOUS_▪️
